,numero_empleado,desvinculado,genero,edad,año_nacimiento,estado_civil,nivel_estudios,campo_estudios,frecuencia_viaje,distancia_domicilio,teletrabajo,tipo_jornada,formaciones_ultimo_año,trabajos_anteriores,años_en_activo,antigüedad_empresa,años_ultimo_ascenso,años_mismo_responsable,años_puesto_actual,departamento,rol_y_departamento,categoria,puesto,horas_extras,evaluacion_desempeño,tarifa_hora,tarifa_diaria,tarifa_mensual,ingreso_mensual,%_incremento_salarial,recibe_mismo_salario,acceso_acciones_empresa,nivel_compromiso,nivel_satisfaccion_global,nivel_satisfaccion_trabajo,nivel_ satisfaccion_relaciones,nivel_satisfaccion_conciliacion
1400,"1494,0",Yes,0,24,1999,,3,,travel_frequently,14.48,False,,2,2,,0,0,0,,,,1,laboratory technician,,"3,0",89.0,381.0,16998,,11,,0,3,2,1,3,"2,0"
1401,,No,1,24,1999,Married,2,,,20.92,True,"80,0",2,1,"1,0",1,0,0,,,,1,sales representative,,"3,0",78.0,830.0,7103,2033.0,13,2033.0,1,3,4,2,3,
1402,"1504,0",Yes,0,28,1995,Single,2,Medical,,3.22,True,,2,7,"8,0",0,0,0,,,,1,laboratory technician,No,,,289.0,5355,2561.0,11,2561.0,0,2,3,1,3,"2,0"
1403,,No,0,28,1995,,3,Life Sciences,travel_rarely,1.61,False,,2,1,"1,0",1,0,0,,,,1,research scientist,,"3,0",72.0,1423.0,12530,1563.0,14,1563.0,1,2,1,3,4,"1,0"
1404,"1515,0",No,0,33,1990,,5,,,12.87,Yes,,6,2,"14,0",0,0,0,,,,2,healthcare representative,,"3,0",69.0,516.0,22049,6388.0,17,6388.0,0,3,4,3,1,"3,0"
1405,"1525,0",No,1,39,1984,Single,3,,travel_rarely,9.66,False,,3,4,"9,0",2,2,2,,,,3,manufacturing director,,,32.0,1089.0,9150,8376.0,18,8376.0,0,3,2,2,4,"3,0"
1406,"1542,0",No,0,42,1981,Married,3,Medical,,3.22,True,,3,4,,1,0,0,,,,1,laboratory technician,,,68.0,1210.0,24052,4841.0,14,4841.0,1,2,3,2,2,
1407,"1558,0",No,0,29,1994,Married,3,,travel_rarely,14.48,0,,2,6,,1,0,0,"0,0",,,1,research scientist,No,"3,0",91.0,598.0,22376,,18,,2,4,3,3,1,"2,0"
1408,"1564,0",No,0,35,1988,,3,,travel_rarely,1.61,0,,3,1,,3,1,2,,,,1,laboratory technician,No,"3,0",68.0,992.0,21731,,19,,0,2,4,1,2,"3,0"
1409,,Yes,1,35,1988,,3,,travel_rarely,22.53,1,,2,1,"1,0",1,0,0,,,,1,laboratory technician,,"3,0",69.0,104.0,26619,2074.0,12,2074.0,1,3,14,1,4,"3,0"
1410,"1577,0",No,0,34,1989,Single,4,Medical,,20.92,0,,4,1,,1,0,0,,,,1,research scientist,,"3,0",35.0,479.0,22061,2972.0,13,2972.0,0,3,13,4,3,
1411,"1581,0",No,1,26,1997,,3,,travel_rarely,4.83,True,,5,1,"1,0",1,0,0,,,,1,research scientist,,"4,0",89.0,474.0,11133,,21,,0,3,1,4,1,"3,0"
1412,,No,1,36,1987,Single,4,Life Sciences,travel_rarely,1.61,1,,5,6,,1,0,0,,,,2,sales executive,No,"3,0",73.0,884.0,21447,6815.0,13,6815.0,0,3,2,3,1,"3,0"
1413,"1591,0",No,0,50,1973,Marreid,3,Marketing,,38.62,False,"80,0",2,4,,1,0,0,,,,5,manager,Yes,,59.0,264.0,19519,,16,,1,3,24,3,3,"3,0"
1414,,No,0,42,1981,,2,,travel_rarely,14.48,False,,2,8,"24,0",1,0,1,,,,5,manager,No,"4,0",93.0,1059.0,26362,,22,,0,2,4,4,4,"3,0"
1415,"1601,0",No,0,35,1988,,2,Life Sciences,,11.27,0,,5,1,,1,0,1,,,,1,laboratory technician,No,"3,0",63.0,1349.0,7713,2690.0,18,2690.0,1,2,3,4,4,"2,0"
1416,"1602,0",No,0,46,1977,,4,Life Sciences,travel_rarely,1.61,0,"80,0",5,1,"27,0",26,0,12,,,,4,manager,,"3,0",56.0,563.0,3156,17567.0,15,17567.0,0,4,4,1,2,"1,0"
1417,"1624,0",Yes,1,18,2005,Single,2,Medical,travel_frequently,4.83,True,"80,0",2,1,"0,0",0,0,0,,sales,sales representative  -  sales,1,sales representative,Yes,"3,0",70.0,544.0,18420,1569.0,12,1569.0,0,3,2,4,3,"4,0"
1418,"1669,0",No,0,29,1994,Divorced,3,,,8.05,True,,3,1,"10,0",10,0,9,,,,2,sales executive,Yes,,43.0,991.0,3356,4187.0,13,4187.0,1,2,1,2,2,"2,0"
1419,"1673,0",No,1,31,1992,,4,Life Sciences,,8.05,Yes,,2,1,"10,0",10,0,2,,,,2,sales executive,No,"3,0",67.0,1112.0,22589,,11,,2,3,1,4,1,
1420,"1678,0",No,0,41,1982,Single,2,,travel_rarely,37.01,True,,2,3,"21,0",2,0,2,,,,3,sales executive,,"3,0",80.0,1206.0,11591,,16,,0,3,4,3,4,"3,0"
1421,,No,1,38,1985,,2,,travel_rarely,6.44,Yes,,5,7,"7,0",0,0,0,,,,1,laboratory technician,,"3,0",87.0,1495.0,26176,3306.0,19,3306.0,1,3,4,3,4,
1422,,Yes,0,32,1991,Single,4,Life Sciences,travel_rarely,3.22,1,,2,1,"1,0",1,0,0,,,,1,laboratory technician,No,"3,0",95.0,1259.0,24852,1393.0,12,1393.0,0,3,4,2,1,"3,0"
1423,"1697,0",No,0,60,1963,Divorced,4,,,1.61,0,,2,3,"19,0",1,0,0,,,,3,healthcare representative,No,"4,0",92.0,,20467,10883.0,20,10883.0,1,1,3,4,3,"4,0"
1424,"1714,0",Yes,0,24,1999,Married,1,,,35.41,Yes,,2,1,"1,0",1,0,0,,,,1,human resources,No,,58.0,240.0,11585,,11,,1,1,4,3,3,"3,0"
1425,"1724,0",No,1,40,1983,,2,Life Sciences,travel_rarely,12.87,True,"80,0",3,2,"18,0",1,0,0,,,,2,manufacturing director,Yes,"3,0",92.0,369.0,5041,,16,,1,3,2,1,2,"3,0"
1426,,No,0,30,1993,Married,1,,travel_rarely,33.8,1,"80,0",2,1,"10,0",10,0,8,,,,1,research scientist,No,"3,0",33.0,793.0,3811,2862.0,12,2862.0,1,3,2,4,2,"2,0"
1427,"1731,0",No,0,47,1976,,4,Marketing,non-travel,3.22,True,,3,7,"4,0",1,0,0,,,,2,sales executive,No,"3,0",87.0,543.0,3536,,11,,1,3,3,2,4,"1,0"
1428,,Yes,0,32,1991,Single,2,,travel_rarely,1.61,0,"80,0",2,6,"10,0",0,0,0,,sales,sales executive  -  sales,2,sales executive,,"3,0",,964.0,12147,6735.0,15,6735.0,0,1,1,2,2,"3,0"
1429,"1744,0",No,1,45,1978,Marreid,3,Life Sciences,travel_rarely,65.98,Yes,,2,4,"9,0",5,0,3,,,,3,human resources,,"4,0",56.0,176.0,6595,9756.0,21,9756.0,2,1,41,3,3,"4,0"
1430,"1755,0",No,0,34,1989,Married,4,,,3.22,0,"80,0",3,0,"6,0",5,1,2,,,,1,research scientist,Yes,"3,0",97.0,181.0,5586,,14,,3,4,4,4,1,"3,0"
1431,"1758,0",Yes,1,33,1990,,3,,,25.75,True,"80,0",2,2,,0,0,0,,,,3,sales executive,Yes,"4,0",74.0,211.0,10092,,20,,0,3,1,1,3,"2,0"
1432,"1761,0",Yes,0,31,1992,Married,4,,travel_rarely,25.75,True,,2,2,,1,0,0,,,,3,sales executive,,"3,0",70.0,1079.0,19002,,13,,3,3,1,3,1,"3,0"
1433,,No,1,29,1994,Divorced,3,Technical Degree,travel_rarely,6.44,Yes,,2,1,,1,0,0,,,,1,research scientist,,"3,0",91.0,590.0,10007,,13,,1,2,4,1,3,"3,0"
1434,"1763,0",No,0,30,1993,Married,3,,,25.75,False,,3,3,"10,0",7,1,7,,,,2,healthcare representative,No,"3,0",58.0,305.0,9128,5294.0,16,5294.0,1,4,3,3,3,"3,0"
1435,"1766,0",No,0,38,1985,Married,3,Medical,travel_rarely,28.97,1,,2,3,,1,1,0,,,,2,healthcare representative,,"3,0",60.0,833.0,24539,,16,,1,1,2,4,3,"3,0"
1436,,Yes,0,43,1980,,3,Technical Degree,,27.36,False,,4,9,"6,0",1,0,0,,,,1,research scientist,Yes,"3,0",38.0,807.0,15587,2437.0,16,2437.0,1,2,3,3,4,"3,0"
1437,,No,0,55,1968,Married,3,,travel_rarely,70.81,False,,2,8,"34,0",1,0,0,,,,5,research director,No,"3,0",60.0,478.0,19805,,12,,3,2,3,1,2,"3,0"
1438,,Yes,0,21,2002,Single,1,Marketing,,11.27,Yes,,3,1,,1,1,0,,,,1,sales representative,,"3,0",31.0,337.0,4567,,13,,0,3,2,2,2,"3,0"
1439,"1783,0",Yes,1,22,2001,,1,Medical,travel_rarely,72.42,Yes,,6,1,"1,0",1,0,0,,,,1,laboratory technician,Yes,"3,0",79.0,1294.0,15999,,17,,0,3,3,1,3,"3,0"
1440,,No,0,37,1986,Divorced,2,Other,travel_rarely,12.87,1,,4,2,"19,0",10,4,7,,,,2,human resources,No,"3,0",89.0,1239.0,12832,4071.0,13,4071.0,0,3,3,2,3,"2,0"
1441,,No,0,42,1981,Married,3,,travel_rarely,20.92,False,,2,5,"10,0",0,0,0,,,,2,healthcare representative,No,,95.0,1128.0,5696,,18,,2,4,2,1,3,"2,0"
1442,"1839,0",No,1,18,2005,Single,3,,,22.53,True,"80,0",4,1,"0,0",0,0,0,,,,1,research scientist,,"3,0",33.0,1431.0,8018,,16,,0,3,2,3,3,"1,0"
1443,"1842,0",Yes,0,31,1992,Married,5,Human Resources,travel_rarely,28.97,True,,4,0,"2,0",1,0,0,,,,1,human resources,No,"3,0",89.0,359.0,21495,2956.0,17,2956.0,0,4,4,1,3,"3,0"
1444,"1847,0",No,1,36,1987,,4,,travel_rarely,3.22,Yes,,2,4,,1,0,0,,,,2,research scientist,Yes,"4,0",73.0,430.0,19573,,22,,1,3,4,2,4,"3,0"
1445,"1853,0",No,0,32,1991,,4,Marketing,travel_frequently,16.09,1,,2,8,,0,0,0,,,,2,sales executive,,"3,0",79.0,1318.0,26075,4648.0,13,4648.0,0,3,4,4,3,"4,0"
1446,,No,0,29,1994,divorced,1,Life Sciences,,46.67,0,,3,8,"11,0",7,1,6,,,,2,healthcare representative,No,,93.0,726.0,21143,,17,,2,1,4,3,4,
1447,"1860,0",No,0,42,1981,,3,,travel_rarely,12.87,Yes,,3,4,,0,0,0,,,,1,laboratory technician,No,,,1142.0,13624,,13,,0,3,4,3,4,"3,0"
1448,"1865,0",No,0,29,1994,Married,1,,travel_rarely,9.66,Yes,"80,0",3,1,,1,0,0,,,,1,human resources,No,"3,0",87.0,352.0,15434,2804.0,11,2804.0,0,2,4,2,4,"3,0"
1449,,Yes,0,29,1994,,2,,,38.62,0,"80,0",3,1,"1,0",1,1,0,,,,1,research scientist,Yes,,73.0,,14753,2439.0,24,2439.0,0,2,4,4,2,"2,0"
1450,"1875,0",No,1,28,1995,,3,Medical,travel_rarely,4.83,1,,3,1,"1,0",1,0,0,,sales,sales representative  -  sales,1,sales representative,No,"3,0",78.0,1172.0,3692,2856.0,19,2856.0,1,3,2,2,4,"3,0"
1451,"1876,0",Yes,0,30,1993,,3,,,14.48,False,"80,0",3,1,,1,0,0,,,,1,sales representative,,"3,0",89.0,945.0,16019,,13,,0,3,2,4,3,"2,0"
1452,,Yes,0,22,2001,Single,1,Life Sciences,travel_rarely,11.27,Yes,"80,0",2,1,"1,0",1,0,0,,research & development,research scientist  -  research & development,1,research scientist,,"4,0",75.0,391.0,26092,,23,,0,3,4,2,1,"3,0"
1453,"1893,0",No,1,26,1997,,2,Life Sciences,,1.61,0,,3,1,"1,0",1,1,0,,,,1,research scientist,Yes,"3,0",90.0,482.0,14908,2933.0,13,2933.0,1,2,2,3,3,"2,0"
1454,"1903,0",No,0,44,1979,,4,,travel_rarely,1.61,True,,5,2,"10,0",2,2,2,"0,0",,,2,healthcare representative,,"3,0",78.0,170.0,9364,,15,,1,4,2,1,4,"3,0"
1455,"1928,0",Yes,0,29,1994,Single,3,Technical Degree,travel_frequently,38.62,1,,3,1,"1,0",1,0,0,,sales,sales representative  -  sales,1,sales representative,No,"3,0",45.0,746.0,10642,1091.0,17,1091.0,0,4,3,1,4,
1456,"1933,0",Yes,1,28,1995,,2,Marketing,travel_rarely,20.92,Yes,,0,3,"6,0",2,2,2,,,,2,sales executive,Yes,"3,0",84.0,1475.0,23352,,11,,0,3,4,3,4,"3,0"
1457,"1935,0",No,1,56,1967,Married,5,,travel_rarely,17.7,Yes,,3,4,,0,0,0,,,,2,sales executive,,"3,0",89.0,1443.0,20328,,16,,1,2,4,1,3,"3,0"
1458,"1936,0",No,0,39,1984,Married,2,,travel_rarely,14.48,True,"80,0",3,1,"10,0",10,7,9,,,,2,manufacturing director,No,"4,0",87.0,867.0,12315,5151.0,25,5151.0,1,3,1,1,4,"3,0"
1459,"1938,0",No,1,58,1965,,3,,,33.8,Yes,,2,4,,1,0,0,,,,4,manager,Yes,"3,0",72.0,605.0,11761,,13,,1,3,4,4,3,"2,0"
1460,"1943,0",No,0,42,1981,Divorced,4,Marketing,travel_rarely,19.31,False,,4,3,"14,0",0,0,0,,sales,sales executive  -  sales,2,sales executive,,,77.0,419.0,2900,,12,,2,3,2,4,3,"3,0"
1461,"1944,0",Yes,1,27,1996,Married,3,,,35.41,False,,2,1,,1,0,0,,,,1,human resources,No,"3,0",58.0,1337.0,19555,2863.0,12,2863.0,0,2,1,2,1,"3,0"
1462,"1961,0",No,0,38,1985,Single,3,,travel_rarely,1.61,1,,3,4,"20,0",1,0,0,,,,1,sales representative,,"3,0",59.0,1404.0,11473,2858.0,14,2858.0,0,2,1,1,1,"2,0"
1463,"1966,0",No,0,32,1991,,4,Life Sciences,,8.05,True,,1,8,,1,0,0,,,,2,manufacturing director,No,"4,0",56.0,1373.0,10138,,24,,0,2,4,4,2,"3,0"
1464,"1974,0",No,1,31,1992,,1,Medical,,3.22,Yes,,4,1,,1,0,0,,,,1,laboratory technician,,"3,0",59.0,1276.0,17536,1129.0,11,1129.0,3,1,4,4,3,"3,0"
1465,,No,1,25,1998,,3,,travel_rarely,3.22,0,"80,0",3,4,"6,0",2,1,2,,,,1,human resources,No,"3,0",82.0,309.0,19655,,14,,0,3,3,2,3,"3,0"
1466,"2012,0",No,0,40,1983,Married,4,,,70.81,True,,3,8,"8,0",1,0,0,,research & development,laboratory technician  -  research & development,1,laboratory technician,No,"3,0",83.0,543.0,4060,,19,,2,3,1,4,3,"2,0"
1467,,No,0,39,1984,,3,,non-travel,14.48,False,,3,2,,6,1,3,,,,5,manager,,"3,0",87.0,105.0,15302,19431.0,13,19431.0,0,3,4,4,3,"2,0"
1468,"2023,0",Yes,0,23,2000,Married,3,,,14.48,False,,3,1,,1,1,0,,,,1,sales representative,No,"3,0",33.0,638.0,26956,,19,,1,3,4,1,1,
1469,"2040,0",No,1,35,1988,Single,4,Life Sciences,travel_rarely,41.84,0,,2,1,,9,1,7,,,,3,human resources,Yes,"3,0",31.0,1146.0,16642,,16,,0,3,3,4,3,
1470,"1541,0",No,0,34,1989,,2,Technical Degree,travel_rarely,11.27,1,,4,0,"12,0",11,5,7,,,,1,sales representative,Yes,"4,0",55.0,1440.0,4944,2308.0,25,2308.0,1,3,2,3,2,"3,0"
1471,"1947,0",No,0,28,1995,Single,3,Medical,non-travel,25.75,False,,3,1,"5,0",5,1,4,,,,1,research scientist,No,"3,0",49.0,1103.0,2122,2144.0,14,2144.0,0,3,3,3,3,"2,0"
1472,"1954,0",No,0,29,1994,Married,3,Life Sciences,,1.61,0,,5,0,"6,0",5,0,2,,,,2,healthcare representative,No,"3,0",89.0,136.0,6225,5373.0,12,5373.0,1,3,1,1,1,"2,0"
1473,,Yes,1,58,1965,Married,4,Medical,travel_rarely,37.01,1,,3,1,"40,0",40,15,6,,,,3,healthcare representative,,"3,0",94.0,147.0,3465,,12,,1,3,4,4,4,"2,0"
1474,"307,0",No,0,38,1985,Divorced,3,Life Sciences,,4.83,Yes,,6,0,,16,5,13,,,,3,sales executive,,"3,0",76.0,119.0,9647,,12,,2,3,1,3,3,"2,0"
1475,,No,1,29,1994,Married,1,,travel_frequently,1.61,Yes,,5,1,"11,0",11,4,1,,,,3,sales executive,,"3,0",42.0,1413.0,6599,,14,,1,3,2,4,4,"3,0"
1476,"374,0",No,0,55,1968,Single,3,Medical,travel_rarely,1.61,Yes,,2,0,"37,0",36,4,13,,,,5,manager,,"3,0",81.0,452.0,18938,19045.0,14,19045.0,0,3,4,1,3,"3,0"
1477,,No,0,41,1982,,4,,,3.22,1,,2,1,,22,0,4,,,,4,manager,,"3,0",88.0,334.0,15896,16015.0,19,16015.0,0,3,4,2,2,"3,0"
1478,,No,0,39,1984,,3,,travel_rarely,1.61,1,"80,0",5,0,"19,0",18,3,7,,research & development,healthcare representative  -  research & development,3,healthcare representative,No,,48.0,1132.0,10942,9613.0,17,9613.0,3,4,3,4,1,"2,0"
1479,,No,0,38,1985,,2,Life Sciences,,24.14,True,,3,0,,11,2,9,,,,3,research director,,"3,0",92.0,,15682,11510.0,14,11510.0,1,2,3,4,2,"3,0"
1480,,No,0,43,1980,,3,,,19.31,1,"80,0",3,1,,25,3,9,,,,4,research director,No,"3,0",,982.0,4345,,11,,1,2,1,2,3,
1481,"524,0",No,1,31,1992,Married,2,,,11.27,Yes,"80,0",5,1,"13,0",13,3,12,,,,2,manufacturing director,No,"3,0",31.0,480.0,4156,4306.0,12,4306.0,1,3,2,1,2,"1,0"
1482,"569,0",No,0,50,1973,Married,4,Life Sciences,travel_rarely,46.67,Yes,,2,0,"28,0",27,15,7,,research & development,manager  -  research & development,4,manager,No,"3,0",88.0,1099.0,9314,17046.0,15,17046.0,1,2,2,3,2,"3,0"
1483,"1044,0",No,1,33,1990,,1,Life Sciences,non-travel,12.87,0,,2,0,,2,2,2,,sales,sales representative  -  sales,1,sales representative,,"3,0",88.0,1038.0,21437,,19,,0,2,2,4,4,"2,0"
1484,"1053,0",Yes,0,26,1997,Married,3,Life Sciences,,3.22,Yes,,2,6,"6,0",3,1,2,,,,1,research scientist,,"3,0",57.0,342.0,15346,2042.0,14,2042.0,1,3,1,1,2,"3,0"
1485,,No,0,38,1985,,4,,travel_frequently,4.83,False,,2,3,"8,0",2,2,2,,,,1,research scientist,No,"3,0",44.0,1186.0,2997,2821.0,16,2821.0,1,3,3,3,1,"3,0"
1486,"1069,0",No,0,46,1977,,4,Medical,,1.61,1,"80,0",0,9,"23,0",2,2,2,,,,5,research director,No,"3,0",40.0,430.0,21445,,17,,2,3,4,4,4,"3,0"
1487,"1131,0",No,1,21,2002,Single,1,,,40.23,1,"80,0",6,1,"2,0",2,2,2,,,,1,research scientist,Yes,"3,0",70.0,984.0,25326,2070.0,11,2070.0,0,2,4,2,3,"4,0"
1488,"1135,0",No,0,31,1992,Married,3,,travel_frequently,32.19,False,,4,0,"3,0",2,2,2,,,,1,sales representative,No,,67.0,793.0,21981,2791.0,12,2791.0,1,4,3,4,1,"3,0"
1489,,No,0,35,1988,Divorced,2,Marketing,,17.7,Yes,,3,1,"5,0",5,0,2,,,,2,sales executive,,"3,0",54.0,1182.0,18500,,11,,1,3,4,4,4,"3,0"
1490,"1140,0",No,0,34,1989,Single,2,,,3.22,1,"80,0",3,2,,3,0,2,,,,2,manufacturing director,No,"3,0",95.0,1003.0,15834,,11,,0,3,4,3,4,
1491,"1157,0",Yes,1,33,1990,Single,4,,,14.48,Yes,,3,0,"6,0",5,0,3,,,,2,sales executive,,"3,0",77.0,603.0,18385,8224.0,17,8224.0,0,3,1,1,1,"3,0"
1492,"1160,0",Yes,0,31,1992,,3,Medical,,24.14,False,,5,1,,2,2,2,,research & development,laboratory technician  -  research & development,1,laboratory technician,No,"3,0",72.0,874.0,6233,2610.0,12,2610.0,1,3,3,3,3,"2,0"
1493,"1161,0",No,1,37,1986,,2,,travel_rarely,40.23,0,,2,7,"9,0",6,1,3,,,,2,healthcare representative,No,"3,0",52.0,367.0,17171,5731.0,13,5731.0,2,2,3,4,3,"3,0"
1494,"1162,0",No,0,27,1996,Married,3,,travel_rarely,9.66,0,,0,1,"4,0",4,2,2,"2,0",,,1,research scientist,No,,55.0,199.0,7950,2539.0,13,2539.0,1,2,4,3,3,"3,0"
1495,"1185,0",No,0,35,1988,Married,4,Other,travel_frequently,6.44,True,,2,1,"2,0",2,2,2,,,,1,laboratory technician,,"3,0",47.0,,26537,2376.0,13,2376.0,1,2,4,4,2,"4,0"
1496,,No,1,56,1967,Divorced,4,,,6.44,False,,2,4,"28,0",5,4,2,,,,5,manager,No,"3,0",92.0,718.0,18575,,13,,1,3,4,1,4,"3,0"
1497,"1195,0",No,1,45,1978,,3,Medical,,11.27,Yes,,2,4,,3,0,2,,research & development,research scientist  -  research & development,1,research scientist,Yes,"3,0",83.0,1457.0,20100,,19,,1,3,1,3,3,
1498,"1778,0",No,0,43,1980,,3,Life Sciences,travel_rarely,3.22,True,"80,0",5,0,,9,1,8,,,,1,human resources,No,"3,0",97.0,244.0,5033,3539.0,13,3539.0,0,3,2,4,2,"3,0"
1499,,No,1,31,1992,,4,Marketing,travel_rarely,46.67,1,,3,1,,12,5,7,,,,2,sales executive,,"3,0",91.0,196.0,13402,5468.0,14,5468.0,2,2,1,4,1,"3,0"
1500,"1797,0",Yes,0,35,1988,,3,,,43.45,1,"80,0",2,1,,10,7,7,,,,2,sales executive,,"3,0",84.0,303.0,13492,5813.0,18,5813.0,0,3,3,4,4,"3,0"
1501,"1804,0",No,0,35,1988,Divorced,2,Medical,non-travel,3.22,0,,6,2,"15,0",7,1,7,,research & development,manufacturing director  -  research & development,2,manufacturing director,No,"3,0",90.0,1180.0,24442,,14,,1,3,2,4,3,"3,0"
1502,"1816,0",No,1,30,1993,Single,3,Medical,,75.64,False,,3,9,"9,0",7,0,2,,,,3,manufacturing director,No,"3,0",64.0,1092.0,2739,9667.0,14,9667.0,0,3,47,3,2,"3,0"
1503,"1821,0",Yes,1,46,1977,Married,2,Medical,travel_rarely,33.8,0,,2,4,"13,0",9,3,7,"7,0",,,2,healthcare representative,No,"4,0",66.0,261.0,10842,,22,,1,3,4,2,4,"4,0"
1504,,No,1,45,1978,Marreid,4,,non-travel,77.25,True,,3,4,"10,0",8,5,7,,,,2,sales executive,,"4,0",67.0,589.0,19665,5154.0,22,5154.0,2,3,48,3,2,"4,0"
1505,"1849,0",No,0,43,1980,Married,4,Life Sciences,travel_frequently,3.22,0,,5,1,"7,0",7,7,7,,,,2,sales executive,,"4,0",92.0,1422.0,19246,5675.0,20,5675.0,1,3,1,4,3,"3,0"
1506,"1869,0",Yes,1,46,1977,,3,Life Sciences,,16.09,False,"80,0",2,5,"14,0",8,0,7,,,,3,sales executive,,"4,0",64.0,,14011,7314.0,21,7314.0,3,3,3,2,3,"3,0"
1507,,No,0,40,1983,,4,,travel_rarely,1.61,Yes,,3,2,"22,0",19,11,16,,research & development,manager  -  research & development,4,manager,,"3,0",98.0,1137.0,18991,,11,,1,3,1,1,1,
1508,"1898,0",No,1,27,1996,Single,2,,travel_rarely,3.22,True,,5,0,"9,0",8,0,7,,sales,sales executive  -  sales,2,sales executive,No,"3,0",89.0,511.0,26997,,14,,0,4,1,3,2,"2,0"
1509,"1911,0",No,0,42,1981,Married,3,Medical,,9.66,0,"80,0",3,9,"18,0",13,5,7,,,,3,research director,No,"3,0",83.0,1396.0,14842,,13,,1,3,3,1,2,"4,0"
1510,,No,0,26,1997,Married,3,Other,travel_frequently,9.66,True,,3,0,"8,0",7,7,7,,,,1,laboratory technician,No,"3,0",61.0,1096.0,7102,,18,,1,4,3,4,1,"3,0"
1511,"1927,0",No,0,28,1995,Married,2,Life Sciences,travel_frequently,1.61,Yes,,2,1,"7,0",7,0,7,,,,2,sales executive,,"3,0",42.0,,19255,,12,,1,2,3,4,3,"3,0"
1512,"423,0",No,0,31,1992,Married,4,,travel_rarely,8.05,1,,4,0,,5,0,3,,research & development,research scientist  -  research & development,1,research scientist,,"3,0",86.0,691.0,10077,,12,,1,3,3,4,3,"3,0"
1513,"424,0",No,0,31,1992,,3,Human Resources,travel_rarely,3.22,True,,1,3,,2,1,0,,,,2,human resources,No,"3,0",62.0,106.0,17822,6410.0,12,6410.0,0,2,1,1,4,"3,0"
1514,,No,0,31,1992,,4,,,3.22,True,,2,0,"3,0",2,2,2,,research & development,research scientist  -  research & development,1,research scientist,,"3,0",32.0,,7747,,18,,1,3,3,4,2,"1,0"
1515,"433,0",Yes,0,52,1971,,4,Medical,,12.87,False,"80,0",3,2,"11,0",8,7,7,,,,2,research scientist,No,,85.0,723.0,17747,4941.0,15,4941.0,0,2,3,2,1,"2,0"
1516,"440,0",Yes,0,28,1995,Married,4,Medical,,3.22,True,,4,5,,3,2,2,,,,1,research scientist,Yes,"3,0",84.0,1157.0,24737,,13,,0,1,1,4,4,"2,0"
1517,"447,0",No,0,47,1976,Married,5,,travel_rarely,8.05,1,"80,0",2,4,"21,0",3,1,1,,,,5,research director,,"3,0",42.0,1482.0,16375,,11,,1,3,4,3,2,"3,0"
1518,"455,0",No,0,29,1994,,5,Other,,14.48,False,"80,0",2,0,"4,0",3,2,2,,,,1,laboratory technician,No,"3,0",30.0,738.0,7621,3983.0,17,3983.0,0,2,2,4,3,
1519,"460,0",No,0,37,1986,,2,Medical,,8.05,0,,2,7,"8,0",6,0,4,,,,2,manufacturing director,No,"3,0",61.0,1192.0,23177,6347.0,16,6347.0,2,3,4,4,3,"2,0"
1520,"465,0",No,0,23,2000,,1,,,35.41,0,,2,1,,4,0,2,,,,1,research scientist,,"3,0",83.0,1309.0,16092,2904.0,12,2904.0,2,3,3,4,3,"2,0"
1521,"470,0",No,0,42,1981,Divorced,1,,travel_rarely,3.22,1,,5,0,"4,0",3,1,0,,human resources,human resources  -  human resources,1,human resources,Yes,"3,0",52.0,544.0,24017,2696.0,11,2696.0,1,3,3,3,3,"3,0"
1522,"475,0",No,1,30,1993,,2,,,45.06,Yes,,2,7,"4,0",2,2,2,,sales,sales executive  -  sales,2,sales executive,,"3,0",85.0,641.0,6069,,12,,1,3,4,3,2,"4,0"
1523,"478,0",Yes,1,21,2002,Single,1,,,1.61,0,,3,1,"3,0",3,1,2,,,,1,sales representative,,"3,0",99.0,756.0,9150,2174.0,11,2174.0,0,2,1,2,3,"3,0"
1524,"482,0",No,0,57,1966,,4,Medical,travel_rarely,1.61,False,,2,2,,3,1,2,,,,2,healthcare representative,No,"3,0",88.0,593.0,2967,6755.0,11,6755.0,0,3,4,3,3,"3,0"
1525,,No,0,21,2002,Single,2,,,14.48,Yes,,3,1,"3,0",3,2,2,"2,0",,,1,sales representative,,"4,0",39.0,895.0,2851,,24,,0,3,1,4,3,"2,0"
1526,,No,0,31,1992,,4,Life Sciences,travel_rarely,14.48,False,,5,0,"3,0",2,2,2,,,,1,research scientist,,"3,0",42.0,408.0,7551,2657.0,16,2657.0,0,2,3,2,4,"3,0"
1527,"495,0",No,0,29,1994,,3,,,37.01,Yes,,4,9,"6,0",3,1,2,,research & development,research scientist  -  research & development,1,research scientist,No,,54.0,1283.0,18168,,16,,0,3,4,4,4,"3,0"
1528,,No,0,27,1996,,2,,travel_rarely,1.61,True,"80,0",2,1,"5,0",5,0,4,,,,1,laboratory technician,No,"3,0",82.0,1469.0,17881,,11,,1,3,4,2,2,"3,0"
1529,,No,0,49,1974,Single,3,Other,travel_rarely,11.27,0,,2,8,,5,0,0,,,,3,healthcare representative,No,"4,0",31.0,1261.0,12066,10965.0,24,10965.0,0,2,2,3,3,"3,0"
1530,"501,0",No,1,36,1987,Married,3,,travel_rarely,3.22,True,,3,4,,2,2,2,,,,1,research scientist,No,"3,0",96.0,329.0,11868,2543.0,13,2543.0,1,3,4,3,2,"3,0"
